Seed Rho MemoryUsed TimeRun
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
UNKNOWN 0.5 0.000000 0.000000
