t,pt_1
305,0.59254
306,0.5928
307,0.59304
308,0.59323
309,0.59358
310,0.59388
311,0.59424
312,0.59463
313,0.59508
314,0.59544
315,0.59575
316,0.59592
317,0.59621
318,0.59651
319,0.59686
320,0.59731
321,0.59758
322,0.59789
323,0.59818
324,0.59833
325,0.59866
326,0.59893
327,0.5994
328,0.59961
329,0.59992
330,0.60015
331,0.60049
332,0.60083
333,0.60136
334,0.60185
335,0.60235
336,0.60287
337,0.60336
338,0.60406
339,0.60479
340,0.60554
341,0.60622
342,0.60694
343,0.60761
344,0.60826
345,0.60878
346,0.6093
347,0.60975
348,0.61025
349,0.61066
350,0.61095
351,0.61137
352,0.61179
353,0.61203
354,0.61234
355,0.61256
356,0.61274
357,0.61279
358,0.61279
359,0.61281
360,0.61298
361,0.61304
362,0.61313
363,0.61309
364,0.61309
365,0.61292
366,0.61277
367,0.61275
368,0.61274
369,0.61258
370,0.61251
371,0.61235
372,0.61229
373,0.61243
374,0.61248
375,0.6125
376,0.61251
377,0.61244
378,0.61238
379,0.61231
380,0.6121
381,0.61192
382,0.6117
383,0.61146
384,0.61133
385,0.61113
386,0.61101
387,0.61088
388,0.61078
389,0.61067
390,0.6103
391,0.61
392,0.6097
393,0.60932
394,0.60914
395,0.60885
396,0.60854
397,0.60831
398,0.60792
399,0.60761
400,0.60733
401,0.60701
402,0.60654
403,0.60606
404,0.60576
405,0.6055
406,0.60538
407,0.60506
408,0.60508
409,0.60499
410,0.60489
411,0.60473
412,0.60447
413,0.60413
414,0.60381
415,0.60368
416,0.60357
417,0.60332
418,0.60303
419,0.60255
420,0.60207
421,0.60142
422,0.60078
423,0.6002
424,0.59979
425,0.59939
426,0.59901
427,0.59846
428,0.59786
429,0.5972
430,0.59685
431,0.59668
432,0.59647
433,0.59629
434,0.59621
435,0.59595
436,0.59569
437,0.5957
438,0.59564
439,0.5957
440,0.59587
441,0.59602
442,0.59617
443,0.59627
444,0.59623
445,0.59631
446,0.59617
447,0.59609
448,0.59601
449,0.59605
450,0.59601
451,0.59591
452,0.59571
453,0.59547
454,0.59535
455,0.59526
456,0.59506
457,0.59479
458,0.59442
459,0.59398
460,0.59376
461,0.5935
462,0.59305
463,0.59278
464,0.59249
465,0.59208
466,0.59181
467,0.59164
468,0.59138
469,0.59111
470,0.59101
471,0.59076
472,0.5907
473,0.59067
474,0.59076
475,0.5909
476,0.59099
477,0.59114
478,0.59115
479,0.59119
480,0.59102
481,0.5909
482,0.5909
483,0.59088
484,0.59078
485,0.59073
486,0.5907
487,0.59068
488,0.59066
489,0.59066
490,0.59062
491,0.59073
492,0.59078
493,0.59094
494,0.59114
495,0.59124
496,0.59128
497,0.59138
498,0.5913
499,0.59133
500,0.59147
501,0.59159
502,0.59182
503,0.59202
504,0.59224
505,0.59246
506,0.59267
507,0.59282
508,0.59293
509,0.59303
510,0.59301
511,0.59303
512,0.59291
513,0.59305
514,0.59335
515,0.59371
516,0.59383
517,0.59391
518,0.59399
519,0.59406
520,0.5941
521,0.59412
522,0.59417
523,0.59432
524,0.59433
525,0.59428
526,0.59411
527,0.59396
528,0.59368
529,0.59337
530,0.59295
531,0.59286
532,0.5928
533,0.59282
534,0.59278
535,0.59271
536,0.59262
537,0.59259
538,0.5926
539,0.59266
540,0.59277
541,0.59296
542,0.59314
543,0.59321
544,0.59321
545,0.59325
546,0.59319
547,0.59315
548,0.59319
549,0.59308
550,0.59289
551,0.59285
552,0.59279
553,0.59281
554,0.59287
555,0.59283
556,0.59286
557,0.59301
558,0.59318
559,0.59352
560,0.59368
561,0.59393
562,0.59417
563,0.59433
564,0.59427
565,0.59418
566,0.59416
567,0.59397
568,0.59378
569,0.59376
570,0.5937
571,0.59361
572,0.59351
573,0.59326
574,0.59302
575,0.59281
576,0.5925
577,0.59231
578,0.59208
579,0.59191
580,0.59156
581,0.59135
582,0.59107
583,0.59064
584,0.59014
585,0.5897
586,0.5893
587,0.5892
588,0.58927
589,0.58942
590,0.5897
591,0.58997
592,0.59027
593,0.59055
594,0.59082
595,0.59089
596,0.59094
597,0.59093
598,0.59078
599,0.59064
600,0.59055
601,0.59057
602,0.59035
603,0.59002
604,0.58995
605,0.59008
606,0.59008
607,0.59013
608,0.59027
609,0.59039
610,0.59055
611,0.59066
612,0.59082
613,0.59103
614,0.59124
615,0.59144
616,0.59156
617,0.5916
618,0.59176
619,0.59178
620,0.59184
621,0.59192
622,0.592
623,0.59221
624,0.59227
625,0.59236
626,0.59241
627,0.59247
628,0.59262
629,0.59271
630,0.59295
631,0.59327
632,0.59346
633,0.59381
634,0.59418
635,0.59467
636,0.59511
637,0.59538
638,0.59564
639,0.59594
640,0.5963
641,0.59671
642,0.59706
643,0.59735
644,0.59773
645,0.59811
646,0.59855
647,0.59893
648,0.59934
649,0.59969
650,0.60001
651,0.60036
652,0.60072
653,0.60099
654,0.60128
655,0.60167
656,0.60199
657,0.60221
658,0.60244
659,0.60266
660,0.60278
661,0.60295
662,0.60295
663,0.60296
664,0.6029
665,0.60283
666,0.60285
667,0.60294
668,0.60296
669,0.603
670,0.60294
671,0.60298
672,0.60313
673,0.60317
674,0.60312
675,0.60309
676,0.60292
677,0.60266
678,0.60223
679,0.60193
680,0.60152
681,0.60113
682,0.60062
683,0.60035
684,0.60021
685,0.59998
686,0.59958
687,0.59907
688,0.59858
689,0.59794
690,0.59767
691,0.59739
692,0.59706
693,0.5966
694,0.5963
695,0.59601
696,0.59557
697,0.59517
698,0.59485
699,0.59455
700,0.59419
701,0.59385
702,0.59374
703,0.59359
704,0.59338
705,0.593
706,0.59262
707,0.59227
708,0.59191
709,0.59156
710,0.59139
711,0.59135
712,0.59155
713,0.59177
714,0.59208
715,0.59244
716,0.59271
717,0.59289
718,0.59322
719,0.59364
720,0.59395
721,0.59422
722,0.59451
723,0.59472
724,0.59513
725,0.59562
726,0.59619
727,0.59675
728,0.5972
729,0.59755
730,0.59801
731,0.59867
732,0.59917
733,0.59959
734,0.6
735,0.60047
736,0.6009
737,0.60152
738,0.6021
739,0.60265
740,0.60318
741,0.60375
742,0.6043
743,0.60485
744,0.60547
745,0.606
746,0.6066
747,0.60715
748,0.60765
749,0.60806
750,0.60828
751,0.60853
752,0.60869
753,0.60898
754,0.60937
755,0.60964
756,0.60971
757,0.60978
758,0.60993
759,0.61006
760,0.61009
761,0.61023
762,0.61034
763,0.61046
764,0.61049
765,0.61031
766,0.6103
767,0.6102
768,0.61012
769,0.60995
770,0.61001
771,0.61027
772,0.61055
773,0.61088
774,0.61116
775,0.61138
776,0.61152
777,0.61162
778,0.61185
779,0.61214
780,0.61248
781,0.61275
782,0.61301
783,0.61328
784,0.61351
785,0.61356
786,0.61352
787,0.61335
788,0.6133
789,0.61319
790,0.61313
791,0.61295
792,0.61274
793,0.61256
794,0.61242
795,0.61224
796,0.61213
797,0.61175
798,0.61143
799,0.6112
800,0.61096
801,0.61073
802,0.61057
803,0.6104
804,0.61007
805,0.60974
806,0.60959
807,0.60943
808,0.60941
809,0.60935
810,0.60912
811,0.60881
812,0.60842
813,0.60821
814,0.60806
815,0.60779
816,0.60751
817,0.60714
818,0.60679
819,0.60637
820,0.60619
821,0.60607
822,0.60599
823,0.60576
824,0.60563
825,0.6056
826,0.6056
827,0.6054
828,0.60494
829,0.60429
830,0.60372
831,0.60344
832,0.60302
833,0.60273
834,0.60237
835,0.60214
836,0.60197
837,0.60191
838,0.60179
839,0.60181
840,0.60174
841,0.60178
842,0.60169
843,0.60151
844,0.6012
845,0.60082
846,0.60051
847,0.60019
848,0.59978
849,0.59962
850,0.59932
851,0.5992
852,0.59889
853,0.59845
854,0.59804
855,0.59768
856,0.59733
857,0.59707
858,0.59688
859,0.5965
860,0.59605
861,0.59576
862,0.59525
863,0.59462
864,0.59409
865,0.59382
866,0.59347
867,0.59321
868,0.59307
869,0.59306
870,0.59308
871,0.59295
872,0.59293
873,0.59292
874,0.5929
875,0.59279
876,0.59272
877,0.59264
878,0.59267
879,0.5928
880,0.59285
881,0.59299
882,0.59319
883,0.59343
884,0.59369
885,0.594
886,0.59441
887,0.59483
888,0.59526
889,0.59571
890,0.59615
891,0.59656
892,0.59694
893,0.5973
894,0.59777
895,0.59828
896,0.5987
897,0.59898
898,0.59934
899,0.59968
900,0.59996
901,0.60009
902,0.60019
903,0.60025
904,0.6004
905,0.60056
906,0.60071
907,0.60088
908,0.60108
909,0.60123
910,0.60151
911,0.60196
912,0.60233
913,0.60252
914,0.60269
915,0.60285
916,0.60314
917,0.60343
918,0.60373
919,0.60399
920,0.60421
921,0.60443
922,0.60465
923,0.60494
924,0.60496
925,0.6051
926,0.60524
927,0.60545
928,0.60554
929,0.60545
930,0.60548
931,0.60559
932,0.60574
933,0.60574
934,0.60577
935,0.60588
936,0.60588
937,0.606
938,0.6063
939,0.60662
940,0.60705
941,0.60746
942,0.60781
943,0.60829
944,0.60872
945,0.60921
946,0.60975
947,0.61027
948,0.61065
949,0.61096
950,0.61122
951,0.61155
952,0.6116
953,0.6117
954,0.61168
955,0.61185
956,0.61186
957,0.61176
958,0.61145
959,0.61125
960,0.6109
961,0.61055
962,0.61004
963,0.60958
964,0.60932
965,0.60888
966,0.60836
967,0.60781
968,0.60753
969,0.6072
970,0.60694
971,0.6067
972,0.60641
973,0.60622
974,0.60601
975,0.6059
976,0.60572
977,0.60549
978,0.60535
979,0.60521
980,0.60515
981,0.60489
982,0.60473
983,0.60433
984,0.60386
985,0.60351
986,0.60317
987,0.60294
988,0.60272
989,0.60248
990,0.60229
991,0.60228
992,0.60229
993,0.6024
994,0.60248
995,0.60247
996,0.60227
997,0.60203
998,0.6018
999,0.60153
1000,0.60139
1001,0.60122
1002,0.60103
1003,0.60084
1004,0.60079
1005,0.60078
1006,0.60056
1007,0.60007
1008,0.5995
1009,0.59907
1010,0.59862
1011,0.59819
1012,0.59801
1013,0.59787
1014,0.59771
1015,0.59727
1016,0.59684
1017,0.59638
1018,0.59582
1019,0.59516
1020,0.59439
1021,0.59378
1022,0.59339
1023,0.59312
1024,0.59283
1025,0.59245
1026,0.5922
1027,0.59204
1028,0.59192
1029,0.59162
1030,0.59128
1031,0.59095
1032,0.59077
1033,0.5904
1034,0.59014
1035,0.58987
1036,0.58969
1037,0.58939
1038,0.58915
1039,0.58894
1040,0.58893
1041,0.58889
1042,0.58859
1043,0.58835
1044,0.58793
1045,0.58751
1046,0.58721
1047,0.58682
1048,0.58651
1049,0.58622
1050,0.58593
1051,0.58569
1052,0.58533
1053,0.58499
1054,0.58475
1055,0.58479
1056,0.58485
1057,0.58501
1058,0.58519
1059,0.58516
1060,0.58506
1061,0.58477
1062,0.5843
1063,0.58406
1064,0.58397
1065,0.58387
1066,0.58355
1067,0.5834
1068,0.5834
1069,0.58338
1070,0.58339
1071,0.58326
1072,0.58324
1073,0.58333
1074,0.58347
1075,0.58364
1076,0.58379
1077,0.58396
1078,0.58415
1079,0.58417
1080,0.58429
1081,0.58441
1082,0.58447
1083,0.58459
1084,0.58468
1085,0.58476
1086,0.58497
1087,0.58537
1088,0.5858
1089,0.58625
1090,0.58674
1091,0.58736
1092,0.58777
1093,0.58825
1094,0.58865
1095,0.58909
1096,0.58965
1097,0.59031
1098,0.59093
1099,0.5915
1100,0.59211
1101,0.59274
1102,0.59334
1103,0.59387
1104,0.59445
1105,0.59503
1106,0.59555
1107,0.59588
1108,0.59641
1109,0.59688
1110,0.59725
1111,0.59768
1112,0.59808
1113,0.59837
1114,0.59886
1115,0.59931
1116,0.59981
1117,0.60023
1118,0.60054
1119,0.60064
1120,0.60052
1121,0.60045
1122,0.60036
1123,0.60006
1124,0.59975
1125,0.5994
1126,0.59923
1127,0.59902
1128,0.59893
1129,0.59895
1130,0.59887
1131,0.59874
1132,0.59856
1133,0.59849
1134,0.59841
1135,0.5982
1136,0.59802
1137,0.59787
1138,0.59772
1139,0.59777
1140,0.59793
1141,0.59807
1142,0.5982
1143,0.59848
1144,0.59875
1145,0.59907
1146,0.59951
1147,0.59974
1148,0.59995
1149,0.60022
1150,0.60059
1151,0.60091
1152,0.60129
1153,0.60169
1154,0.60202
1155,0.60222
1156,0.60251
1157,0.6028
1158,0.60307
1159,0.60306
1160,0.60336
1161,0.60344
1162,0.60353
1163,0.60359
1164,0.60355
1165,0.60344
1166,0.60349
1167,0.60354
1168,0.60367
1169,0.60392
1170,0.60421
1171,0.60446
1172,0.60465
1173,0.6048
1174,0.60486
1175,0.60486
1176,0.60484
1177,0.60483
1178,0.60495
1179,0.60496
1180,0.60506
1181,0.60503
1182,0.60501
1183,0.60507
1184,0.60507
1185,0.60494
1186,0.6048
1187,0.60476
1188,0.60478
1189,0.60482
1190,0.60484
1191,0.60491
1192,0.60487
1193,0.60476
1194,0.6046
1195,0.6045
1196,0.60451
1197,0.60441
1198,0.60421
1199,0.6039
1200,0.60361
1201,0.60328
1202,0.60291
1203,0.60259
1204,0.60246
1205,0.60222
1206,0.60199
1207,0.60186
1208,0.60185
1209,0.60172
1210,0.6016
1211,0.60141
1212,0.60132
1213,0.60109
1214,0.60068
1215,0.60023
1216,0.5998
1217,0.59938
1218,0.59889
1219,0.5983
1220,0.59782
1221,0.59746
1222,0.5971
1223,0.59682
1224,0.59658
1225,0.59627
1226,0.59582
1227,0.59514
1228,0.59447
1229,0.59378
1230,0.59325
1231,0.59279
1232,0.59237
1233,0.59208
1234,0.59177
1235,0.59164
1236,0.59139
1237,0.59118
1238,0.59084
1239,0.59033
1240,0.59001
1241,0.58982
1242,0.58993
1243,0.58996
1244,0.59007
1245,0.59012
1246,0.59011
1247,0.58993
1248,0.58979
1249,0.58958
1250,0.5897
1251,0.58995
1252,0.59024
1253,0.59047
1254,0.5908
1255,0.59112
1256,0.59146
1257,0.59176
1258,0.59209
1259,0.59239
1260,0.59279
1261,0.59296
1262,0.59302
1263,0.59319
1264,0.59339
1265,0.5938
1266,0.59407
1267,0.59411
1268,0.5941
1269,0.59412
1270,0.5942
1271,0.59444
1272,0.59457
1273,0.59472
1274,0.59481
1275,0.59499
1276,0.59518
1277,0.59527
1278,0.5953
1279,0.59539
1280,0.59536
1281,0.59538
1282,0.59557
1283,0.5958
1284,0.59598
1285,0.59613
1286,0.59642
1287,0.59699
1288,0.59749
1289,0.59791
1290,0.5983
1291,0.59871
1292,0.59892
1293,0.59943
1294,0.59996
1295,0.60056
1296,0.60111
1297,0.60162
1298,0.60195
1299,0.60229
1300,0.60274
1301,0.60324
1302,0.60367
1303,0.60407
1304,0.60454
1305,0.60483
1306,0.60505
1307,0.60537
1308,0.60561
1309,0.60583
1310,0.60601
1311,0.60615
1312,0.60635
1313,0.60641
1314,0.60648
1315,0.60657
1316,0.60669
1317,0.60694
1318,0.60699
1319,0.60712
1320,0.60709
1321,0.60712
1322,0.60708
1323,0.60693
1324,0.60686
1325,0.60674
1326,0.60649
1327,0.60607
1328,0.60575
1329,0.60522
1330,0.60486
1331,0.60454
1332,0.60419
1333,0.60386
1334,0.60331
1335,0.60269
1336,0.60196
1337,0.60128
1338,0.6007
1339,0.60037
1340,0.59981
1341,0.59929
1342,0.59868
1343,0.59795
1344,0.5972
1345,0.59611
1346,0.59499
1347,0.59403
1348,0.59326
1349,0.59255
1350,0.59199
1351,0.59154
1352,0.59111
1353,0.59073
1354,0.59027
1355,0.59
1356,0.58986
1357,0.58971
1358,0.58959
1359,0.58944
1360,0.5894
1361,0.58941
1362,0.58926
1363,0.5889
1364,0.58841
1365,0.58813
1366,0.58783
1367,0.58756
1368,0.58735
1369,0.58692
1370,0.58665
1371,0.58638
1372,0.58614
1373,0.58587
1374,0.58549
1375,0.58507
1376,0.58466
1377,0.58433
1378,0.58404
1379,0.58384
1380,0.58394
1381,0.58393
1382,0.58404
1383,0.58401
1384,0.58413
1385,0.58411
1386,0.58398
1387,0.58379
1388,0.58349
1389,0.58329
1390,0.58312
1391,0.58285
1392,0.58249
1393,0.58213
1394,0.58167
1395,0.58128
1396,0.58091
1397,0.58075
1398,0.58062
1399,0.58069
1400,0.58064
1401,0.5806
1402,0.58053
1403,0.5804
1404,0.58028
1405,0.5802
1406,0.58016
1407,0.58014
1408,0.58004
1409,0.58008
1410,0.5802
1411,0.5804
1412,0.58078
1413,0.58122
1414,0.58157
1415,0.58202
1416,0.58236
1417,0.58267
1418,0.58281
1419,0.58313
1420,0.58352
1421,0.58379
1422,0.58411
1423,0.58441
1424,0.5848
1425,0.58521
1426,0.58581
1427,0.58644
1428,0.58684
1429,0.58726
1430,0.58776
1431,0.58815
1432,0.5886
1433,0.58894
1434,0.58929
1435,0.58978
1436,0.5901
1437,0.59054
1438,0.59096
1439,0.59142
1440,0.59194
1441,0.59245
1442,0.59292
1443,0.59329
1444,0.59361
1445,0.59396
1446,0.59424
1447,0.59456
1448,0.59499
1449,0.5955
1450,0.59596
1451,0.59629
1452,0.5966
1453,0.59699
1454,0.59724
1455,0.59731
1456,0.59761
1457,0.59787
1458,0.59809
1459,0.59832
1460,0.59861
1461,0.59888
1462,0.59909
1463,0.59899
1464,0.59876
1465,0.59856
1466,0.59851
1467,0.59843
1468,0.59838
1469,0.5983
1470,0.59828
1471,0.59821
1472,0.59839
1473,0.59867
1474,0.59895
1475,0.5992
1476,0.59958
1477,0.59996
1478,0.6002
1479,0.60038
1480,0.60077
1481,0.60111
1482,0.60151
1483,0.60174
1484,0.60189
1485,0.60188
1486,0.60185
1487,0.60194
1488,0.60201
1489,0.60195
1490,0.60176
1491,0.60161
1492,0.60147
1493,0.60149
1494,0.60147
1495,0.60138
1496,0.60113
1497,0.60078
1498,0.6003
1499,0.59986
1500,0.59934
1501,0.59875
1502,0.59825
1503,0.59768
1504,0.59715
1505,0.5964
1506,0.59573
1507,0.59505
1508,0.59438
1509,0.59369
1510,0.59293
1511,0.59193
1512,0.59106
1513,0.59006
1514,0.58927
1515,0.58864
1516,0.58801
1517,0.5874
1518,0.58676
1519,0.58627
1520,0.58573
1521,0.58544
1522,0.58501
1523,0.58465
1524,0.58404
1525,0.58329
1526,0.58264
1527,0.58202
1528,0.58162
1529,0.58113
1530,0.5807
1531,0.58053
1532,0.58037
1533,0.58032
1534,0.58014
1535,0.57994
1536,0.57978
1537,0.57974
1538,0.57979
1539,0.57997
1540,0.58019
1541,0.58052
1542,0.58072
1543,0.58101
1544,0.58121
1545,0.58161
1546,0.58203
1547,0.58253
1548,0.58303
1549,0.58369
1550,0.58438
1551,0.58511
1552,0.58583
1553,0.58648
1554,0.58709
1555,0.58787
1556,0.5886
1557,0.58935
1558,0.59015
1559,0.59114
1560,0.59211
1561,0.59311
1562,0.59412
1563,0.59517
1564,0.59617
1565,0.59725
1566,0.59833
1567,0.59924
1568,0.60015
1569,0.60107
1570,0.60185
1571,0.60276
1572,0.60388
1573,0.60484
1574,0.60583
1575,0.60679
1576,0.60772
1577,0.60868
1578,0.60974
1579,0.61074
1580,0.61184
1581,0.61291
1582,0.61415
1583,0.61531
1584,0.61643
1585,0.61744
1586,0.61853
1587,0.61962
1588,0.62081
1589,0.62201
1590,0.62324
1591,0.62445
1592,0.62555
1593,0.62665
1594,0.62782
1595,0.62886
1596,0.62993
1597,0.63092
1598,0.63185
1599,0.63288
1600,0.63385
1601,0.63475
1602,0.63573
1603,0.63666
1604,0.63757
1605,0.63845
1606,0.63923
1607,0.63995
1608,0.64066
1609,0.64124
1610,0.64174
1611,0.64214
1612,0.64247
1613,0.64273
1614,0.64303
1615,0.64337
1616,0.6439
1617,0.64443
1618,0.64501
1619,0.6455
1620,0.64587
1621,0.64635
1622,0.64667
1623,0.64696
1624,0.64718
1625,0.64738
1626,0.6476
1627,0.64763
1628,0.64763
1629,0.64773
1630,0.64763
1631,0.64748
1632,0.64732
1633,0.64726
1634,0.64712
1635,0.64683
1636,0.6463
1637,0.64586
1638,0.6454
1639,0.64499
1640,0.64466
1641,0.64427
1642,0.64388
1643,0.64352
1644,0.64315
1645,0.64286
1646,0.64232
1647,0.6415
1648,0.64077
1649,0.63996
1650,0.6392
1651,0.63855
1652,0.63783
1653,0.63711
1654,0.63625
1655,0.63529
1656,0.63427
1657,0.63317
1658,0.6322
1659,0.63131
1660,0.63045
1661,0.62967
1662,0.62915
1663,0.62852
1664,0.62801
1665,0.62748
1666,0.62686
1667,0.62619
1668,0.62549
1669,0.62487
1670,0.62419
1671,0.62348
1672,0.62286
1673,0.62234
1674,0.62162
1675,0.62113
1676,0.62072
1677,0.62042
1678,0.62008
1679,0.6197
1680,0.61927
1681,0.61882
1682,0.61827
1683,0.6178
1684,0.61725
1685,0.61672
1686,0.61619
1687,0.61555
1688,0.61484
1689,0.61412
1690,0.61334
1691,0.61267
1692,0.61215
1693,0.61164
1694,0.611
1695,0.61053
1696,0.60988
1697,0.60904
1698,0.60816
1699,0.60733
1700,0.60654
1701,0.60579
1702,0.6051
1703,0.60443
1704,0.60396
1705,0.60366
1706,0.60329
1707,0.60286
1708,0.60245
1709,0.60205
1710,0.60158
1711,0.60118
1712,0.60091
1713,0.60052
1714,0.60027
1715,0.60001
1716,0.59982
1717,0.59945
1718,0.59929
1719,0.59923
1720,0.59929
1721,0.59943
1722,0.59956
1723,0.59964
1724,0.59988
1725,0.60011
1726,0.60038
1727,0.60067
1728,0.60098
1729,0.60125
1730,0.60158
1731,0.60172
1732,0.6019
1733,0.60216
1734,0.6024
1735,0.60259
1736,0.60286
1737,0.60302
1738,0.60318
1739,0.60334
1740,0.60343
1741,0.60346
1742,0.60363
1743,0.60389
1744,0.60409
1745,0.60413
1746,0.60423
1747,0.60429
1748,0.60425
1749,0.60444
1750,0.60472
1751,0.6048
1752,0.60501
1753,0.60524
1754,0.60568
1755,0.60609
1756,0.60661
1757,0.60694
1758,0.60752
1759,0.60794
1760,0.60836
1761,0.60881
1762,0.60926
1763,0.60961
1764,0.60973
1765,0.60992
1766,0.61002
1767,0.61032
1768,0.6108
1769,0.61114
1770,0.61144
1771,0.61163
1772,0.6118
1773,0.61206
1774,0.61235
1775,0.61265
1776,0.61299
1777,0.61345
1778,0.61373
1779,0.61391
1780,0.61407
1781,0.6142
1782,0.61425
1783,0.61442
1784,0.61456
1785,0.61468
1786,0.61487
1787,0.615
1788,0.61506
1789,0.6152
1790,0.61523
